NAME,Bow 2007,Early 2007,Muzzleloader 2007,Rifle 2007,2007 Total,Bow 2008,Early 2008,Muzzleloader 2008,Rifle 2008,2008 Total,Bow 2009,Early 2009,Muzzleloader 2009,Rifle 2009,Unknown 2009 ,2009 Total,Bow 2010,Early 2010,Muzzleloader 2010,Rifle 2010 ,2010 Total,Bow 2011,Early 2011 ,Muzzleloader 2011 ,Rifle 2011,2011 Total,Bow 2012,Early 2012,Muzzleloader 2012,Rifle 2012,2012 Total,Bow 2013,Early 2013,Muzzleloader 2013,Rifle 2013,2013 Total,Bow 2014,Early 2014,Muzzleloader 2014,Rifle 2014,2014 Total,Bow 2015,Early 2015,Muzzleloader 2015,Rifle 2015 ,2015 Total,Bow 2016,Early 2016,Muzzleloader 2016,Rifle 2016,Unknown 2016,2016 Total,Bow 2017,Early 2017,Muzzleloader 2017,Rifle 2017,Unknown 2017,2017 Total,Bow 2018,Early 2018,Muzzleloader 2018,Rifle 2018,Unknown 2018,2018 Total,Bow 2019,Early 2019,Muzzleloader 2019 ,Rifle 2019,Unknown 2019,2019 Total,Bow 2020,Early 2020,Muzzleloader 2020,Rifle 2020,Unknown 2020,2020 Total,Bow 2021,Early 2021,Muzzleloader 2021,Rifle 2021,Unknown 2021,2021 Total,Bow 2022,Early 2022,Muzzleloader 2022,Rifle 2022,Unknown 2022,Grand Total
Conesville,0,0,0,2,2,1,0,0,2,3,0,0,0,1,0,1,2,0,0,1,3,0,0,0,1,1,1,0,0,1,2,2,0,0,3,5,0,0,0,1,1,1,0,0,4,5,0,0,0,4,1,5,1,0,0,1,0,2,0,1,0,2,0,3,3,2,0,4,0,9,1,1,0,2,0,4,1,1,0,1,0,3,1,2,0,2,0,54
Conewango,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Conklin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,3,1,0,0,1,0,13
Constable,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Copake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,4,0,0,0,0,0,11
Corinth,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,12
Corning,0,0,0,0,0,2,0,1,1,4,1,0,0,1,0,2,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0,1,0,0,3,4,2,0,0,0,2,2,0,0,1,3,1,0,0,0,0,1,1,0,0,3,0,4,3,0,0,0,0,3,1,0,0,1,0,2,4,0,0,1,0,5,0,0,0,0,0,0,1,0,0,1,0,37
Corning City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cornwall,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,3,1,0,0,0,1,2,0,0,0,2,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,18
Cortlandville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Coventry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Coxsackie,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Crawford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,1,0,2,1,3,0,2,0,22
Croghan,0,7,1,2,10,1,3,4,13,21,1,19,6,6,0,32,3,14,1,4,22,0,0,0,3,3,0,12,1,7,20,0,2,0,2,4,0,17,0,2,19,0,9,8,4,21,3,8,1,6,0,18,0,3,0,2,0,5,2,11,0,3,0,16,0,1,0,3,0,4,1,21,1,2,0,25,0,0,0,11,0,11,0,0,0,17,0,248
Crown Point,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,2,0,1,0,3,4,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,2,1,3,0,0,1,1,0,2,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,1,0,1,1,1,0,3,0,5,0,0,0,5,0,5,0,0,0,4,0,35
Cuba,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,3,1,0,0,1,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,18
Danby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Dannemora,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,9
Dansville,1,0,0,1,2,1,0,0,1,2,2,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,2,0,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,0,0,1,0,2,0,0,0,3,0,3,2,0,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,26
Davenport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,2,0,0,2,0,4,1,0,0,1,0,2,0,0,0,1,0,13
Day,0,0,0,0,0,0,1,0,2,3,0,2,3,2,0,7,0,0,0,0,0,0,1,0,5,6,0,2,0,0,2,0,1,0,3,4,0,1,0,2,3,0,1,0,0,1,0,1,3,3,0,7,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,2,0,7,0,0,0,1,0,1,0,0,0,2,0,47
Dayton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7
De Kalb,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,10
De Peyster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Decatur,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,5
Deerfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5
Deerpark,5,0,0,9,14,3,0,1,5,9,7,0,0,6,0,13,6,0,0,12,18,4,0,0,15,19,6,0,0,13,19,1,0,0,16,17,2,12,0,4,18,1,3,0,6,10,7,6,0,5,0,18,2,5,0,6,0,13,2,6,0,2,0,10,5,5,0,4,0,14,5,0,0,10,0,15,4,2,0,5,0,11,1,4,0,4,0,227
Dekalb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Delaware,2,0,0,1,3,0,0,0,0,0,2,0,0,1,0,3,1,0,0,4,5,1,0,1,0,2,3,0,0,2,5,4,0,0,4,8,1,1,0,0,2,1,0,0,4,5,2,2,0,3,0,7,0,2,0,1,0,3,1,1,0,1,0,3,2,0,0,0,0,2,1,2,0,2,0,5,0,0,0,1,0,1,1,3,0,0,0,58
Delhi,0,0,0,0,0,1,0,0,2,3,1,0,0,0,0,1,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,3,3,0,2,0,1,3,1,0,0,1,2,0,2,0,1,0,3,0,1,0,0,0,1,1,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,3,0,0,0,28
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
Denning,3,0,0,7,10,4,0,0,27,31,2,0,0,6,0,8,2,0,1,5,8,3,0,0,27,30,2,0,0,5,7,3,0,0,23,26,0,9,0,2,11,1,9,0,7,17,3,3,0,9,0,15,1,4,0,14,0,19,1,4,1,1,0,7,0,10,0,20,0,30,1,9,0,2,1,13,4,5,0,18,0,27,1,8,0,0,0,268
Deposit,4,0,1,1,6,3,0,0,7,10,3,0,0,3,0,6,4,0,0,5,9,2,0,0,2,4,2,0,0,2,4,2,0,0,6,8,2,0,0,1,3,5,0,0,5,10,2,0,1,3,0,6,0,0,0,3,0,3,2,0,0,1,0,3,2,0,1,5,0,8,2,2,0,0,0,4,2,0,0,3,0,5,3,0,0,0,0,92
Diana,0,0,0,2,2,0,3,4,3,10,2,9,2,6,0,19,1,6,1,6,14,0,2,0,3,5,0,8,1,2,11,0,3,0,7,10,0,5,0,2,7,2,2,2,7,13,1,2,0,9,0,12,0,3,0,1,0,4,0,2,0,4,0,6,0,2,0,4,0,6,1,3,2,2,0,8,0,0,0,7,0,7,0,0,0,9,0,143
Dickinson,0,2,0,0,2,1,0,0,1,2,0,2,0,0,0,2,1,3,0,0,4,0,0,0,0,0,0,2,2,0,4,0,1,0,1,2,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,1,1,0,7,0,0,0,0,0,0,0,8,1,1,0,10,0,0,0,1,0,1,0,0,0,2,0,39
Dix,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
Dover,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,0,0,2,4,0,0,1,0,1,2,0,0,3,5,1,0,0,0,0,1,2,0,0,1,0,3,2,0,1,0,0,3,2,0,0,2,0,4,2,0,0,1,0,3,3,0,0,0,0,3,0,0,0,0,0,29
Dresden,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,6
Duane,0,1,1,0,2,0,0,1,3,4,0,2,0,0,0,2,0,1,0,0,1,0,0,0,2,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,20
Duanesburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Dunkirk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Durham,4,0,0,0,4,1,0,0,2,3,2,0,0,1,0,3,1,0,0,0,1,2,0,0,0,2,4,0,0,1,5,2,0,0,2,4,1,2,0,0,3,0,3,0,2,5,2,5,0,0,1,8,3,1,0,1,0,5,1,3,0,0,0,4,1,1,0,5,0,7,0,3,0,2,0,5,0,1,0,2,0,3,1,0,0,0,0,63
Eagle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,7
East Bloomfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
East Fishkill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,5
East Greenbush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
East Otto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,4,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,9
Easton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,9
Edinburg,0,5,0,0,5,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,3,5,0,1,2,2,5,0,0,1,1,2,0,0,0,2,0,2,0,0,1,4,0,5,0,0,0,0,0,0,0,1,0,3,0,4,1,0,1,2,0,4,0,0,0,1,0,1,0,0,0,0,0,38
Edmeston,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Edwards,0,0,1,3,4,0,0,1,5,6,1,1,1,1,0,4,0,3,1,3,7,0,0,0,3,3,0,4,0,0,4,1,0,0,2,3,0,3,0,1,4,0,5,0,2,7,1,2,0,1,0,4,0,3,0,2,0,5,0,1,0,3,0,4,0,1,0,4,0,5,1,7,0,0,0,8,0,0,0,4,0,4,0,0,0,5,0,77
Elizabethtown,0,1,0,0,1,0,0,1,1,2,0,1,0,2,0,3,0,0,1,0,1,0,0,0,2,2,1,0,0,1,2,0,0,0,0,0,0,0,1,2,3,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3,0,3,0,2,0,0,0,2,0,1,0,1,0,2,0,2,1,0,0,3,0,0,0,1,0,1,0,0,0,1,0,28
Ellenburg,0,5,1,1,7,0,0,2,4,6,0,0,0,0,0,0,0,3,0,2,5,0,0,0,3,3,0,1,1,1,3,0,1,1,2,4,0,3,0,1,4,0,1,1,2,4,0,2,0,2,0,4,0,1,0,0,0,1,0,2,0,2,0,4,1,3,0,2,0,6,0,2,1,1,0,4,0,0,0,6,0,6,0,0,0,2,0,63
Ellenburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ellery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7
Ellicott,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Ellicottville,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,3,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,0,0,0,19
Ellington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,5
Elma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elmira,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,3,1,0,0,2,0,3,3,0,0,0,0,13
Ephratah,0,1,0,0,1,0,2,0,2,4,0,2,0,2,0,4,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,1,0,0,1,2,0,0,0,2,2,2,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,4,0,0,0,1,0,1,0,0,0,2,0,29
Erin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4
Erwin,5,0,0,0,5,1,0,0,0,1,3,0,0,1,0,4,1,0,0,3,4,3,0,0,1,4,3,0,0,2,5,5,0,0,3,8,3,0,1,1,5,2,0,1,3,6,3,0,0,2,0,5,4,0,0,0,0,4,3,0,0,2,0,5,4,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
Esopus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,1,0,0,2,0,3,0,0,0,0,0,11
Esperance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Essex,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,12
Exeter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Fairfield,0,2,0,0,2,0,1,1,2,4,0,3,0,0,0,3,0,1,0,0,1,0,1,0,0,1,0,8,0,0,8,1,0,0,0,1,1,2,0,0,3,0,0,0,5,5,0,2,1,2,0,5,0,0,1,0,0,1,0,7,0,1,0,8,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,51
Fallsburg,1,0,0,0,1,2,0,0,1,3,0,0,0,3,0,3,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8,4,4,0,1,0,9,1,0,0,0,0,1,4,2,0,0,0,37
Fallsburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,9,2,0,0,1,3,2,0,0,2,4,0,4,0,0,4,1,3,0,5,9,2,3,0,0,0,5,1,2,0,3,0,6,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
Farmersville,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4,5,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,18
Fayette,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fenton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
